carat,cut,color,clarity,depth,table,price,x,y,z
0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76
0.72,Premium,E,VS2,58.3,58.0,2815,5.99,5.92,3.47
1.02,Premium,G,I1,60.3,58.0,2815,6.55,6.5,3.94
0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,3.64
0.71,Premium,E,SI1,61.3,56.0,2817,5.78,5.73,3.53
0.71,Premium,E,VS2,62.3,58.0,2817,5.69,5.65,3.53
0.71,Premium,E,SI1,59.2,59.0,2817,5.86,5.83,3.46
0.71,Premium,E,SI1,61.8,59.0,2817,5.75,5.7,3.54
0.71,Premium,E,SI1,61.4,58.0,2817,5.77,5.73,3.53
0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52
0.7,Premium,E,VS2,59.3,60.0,2818,5.78,5.73,3.41
0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54
1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,3.93
0.86,Premium,F,SI2,59.3,62.0,2818,6.36,6.22,3.73
0.7,Premium,E,VS1,59.6,57.0,2818,5.91,5.83,3.5
0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5
0.7,Premium,E,VS1,62.7,57.0,2818,5.68,5.64,3.55
0.73,Premium,E,VS2,61.6,59.0,2821,5.77,5.73,3.54
0.73,Premium,E,SI1,61.3,58.0,2821,5.83,5.76,3.55
0.73,Premium,E,SI1,59.6,61.0,2821,5.92,5.85,3.51
0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,3.56
0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6
0.7,Premium,E,VS1,60.8,60.0,2822,5.74,5.71,3.48
0.72,Premium,E,VS2,60.3,59.0,2822,5.84,5.8,3.51
0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3.52
0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58
0.7,Premium,E,VS2,60.2,60.0,2822,5.73,5.7,3.44
0.71,Premium,D,SI1,62.7,60.0,2822,5.71,5.67,3.57
0.71,Premium,D,SI1,61.3,58.0,2822,5.75,5.73,3.52
0.7,Premium,D,SI1,60.2,60.0,2822,5.82,5.75,3.48
0.7,Premium,E,VS2,61.5,59.0,2822,5.73,5.68,3.51
0.7,Premium,E,VS2,62.6,56.0,2822,5.71,5.66,3.56
0.7,Premium,E,VS2,60.7,62.0,2822,5.72,5.68,3.46
0.7,Premium,F,VS2,60.6,58.0,2822,5.8,5.72,3.49
0.71,Premium,E,VS2,62.3,58.0,2823,5.71,5.66,3.54
0.71,Premium,D,VS2,61.2,59.0,2824,5.74,5.69,3.5
0.82,Premium,E,SI2,60.8,60.0,2824,6.05,6.03,3.67
0.71,Premium,G,VS1,62.2,59.0,2825,5.73,5.66,3.54
0.83,Premium,H,SI1,60.0,59.0,2825,6.08,6.05,3.64
0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,3.74
1.17,Premium,J,I1,60.2,61.0,2825,6.9,6.83,4.13
0.73,Premium,E,VS1,62.6,60.0,2826,5.75,5.68,3.58
0.9,Premium,I,SI2,62.2,59.0,2826,6.11,6.07,3.79
0.7,Premium,E,VS1,62.2,58.0,2826,5.66,5.6,3.5
0.7,Premium,E,VS1,59.4,61.0,2826,5.78,5.74,3.42
0.78,Premium,F,SI1,60.8,60.0,2826,5.97,5.94,3.62
0.79,Premium,H,VVS2,62.6,58.0,2827,5.96,5.9,3.71
1.01,Premium,H,SI2,61.6,61.0,2828,6.39,6.31,3.91
0.72,Premium,F,VS1,62.2,58.0,2829,5.75,5.7,3.56
0.75,Premium,E,SI2,61.9,57.0,2829,5.88,5.82,3.62
0.8,Premium,E,SI2,60.2,57.0,2829,6.05,6.01,3.63
0.9,Premium,G,SI1,60.6,62.0,2830,6.21,6.13,3.74
0.72,Premium,E,SI1,62.1,58.0,2831,5.73,5.76,3.57
0.71,Premium,G,VVS2,62.1,57.0,2832,5.75,5.65,3.54
0.81,Premium,G,SI1,63.0,60.0,2832,5.87,5.81,3.68
0.71,Premium,F,VS1,62.2,58.0,2832,5.72,5.66,3.54
0.75,Premium,F,VS2,59.6,59.0,2835,6.04,5.94,3.57
0.7,Premium,E,VS1,62.6,59.0,2837,5.69,5.66,3.55
0.72,Premium,F,VS1,58.8,60.0,2838,5.91,5.89,3.47
0.7,Premium,F,VS2,62.3,58.0,2838,5.72,5.64,3.54
0.7,Premium,F,VS2,61.7,58.0,2838,5.69,5.63,3.49
0.7,Premium,G,VS1,62.6,55.0,2838,5.73,5.64,3.56
0.7,Premium,F,VS2,59.4,61.0,2838,5.83,5.79,3.45
0.7,Premium,F,VS2,60.9,61.0,2838,5.71,5.66,3.46
0.7,Premium,F,VS2,59.5,58.0,2838,5.85,5.75,3.45
0.7,Premium,G,VS1,63.0,60.0,2838,5.64,5.57,3.53
0.71,Premium,F,VS1,59.1,61.0,2839,5.84,5.81,3.44
0.71,Premium,F,VS1,59.0,60.0,2839,5.82,5.8,3.43
0.71,Premium,F,VS1,60.5,58.0,2839,5.75,5.72,3.47
0.71,Premium,G,VVS2,60.3,58.0,2839,5.82,5.78,3.5
0.71,Premium,F,VS1,59.2,58.0,2839,5.87,5.82,3.46
0.79,Premium,G,VS2,59.3,62.0,2839,6.09,6.01,3.59
0.71,Premium,F,VS1,62.7,59.0,2839,5.7,5.62,3.55
0.71,Premium,F,VS2,59.3,56.0,2840,5.88,5.82,3.47
0.83,Premium,F,SI2,61.4,59.0,2840,6.08,6.04,3.72
0.7,Premium,H,VVS1,59.2,60.0,2840,5.87,5.78,3.45
0.73,Premium,F,VS2,60.3,59.0,2841,5.9,5.87,3.55
1.0,Premium,F,I1,58.9,60.0,2841,6.6,6.55,3.87
0.73,Premium,F,VS2,59.9,59.0,2841,5.87,5.77,3.5
0.73,Premium,G,VS1,61.4,58.0,2841,5.82,5.77,3.56
0.7,Premium,F,VS2,58.7,61.0,2842,5.8,5.72,3.38
1.27,Premium,H,SI2,59.3,61.0,2845,7.12,7.05,4.2
0.77,Premium,E,SI1,62.9,59.0,2846,5.84,5.79,3.66
0.77,Premium,G,VS2,61.3,60.0,2846,5.91,5.81,3.59
0.77,Premium,G,VS1,61.4,58.0,2846,5.94,5.89,3.63
0.76,Premium,D,SI1,61.1,59.0,2847,5.93,5.88,3.61
0.86,Premium,H,SI1,62.7,59.0,2851,6.04,5.98,3.77
0.71,Premium,F,VS2,62.6,58.0,2853,5.67,5.7,3.56
0.79,Premium,D,SI2,60.0,60.0,2853,6.07,6.03,3.63
0.71,Premium,E,SI1,62.7,58.0,2853,5.73,5.66,3.57
0.82,Premium,I,VS1,61.9,58.0,2853,5.99,5.97,3.7
1.12,Premium,H,I1,59.1,61.0,2854,6.78,6.75,4.0
0.73,Premium,E,VS2,62.0,57.0,2854,5.86,5.76,3.6
0.7,Premium,E,VS1,58.4,59.0,2854,5.91,5.83,3.43
0.68,Premium,F,VVS2,61.7,57.0,2854,5.67,5.64,3.49
0.74,Premium,D,VS2,62.4,57.0,2855,5.8,5.74,3.6
0.33,Premium,G,SI2,59.4,59.0,557,4.52,4.5,2.68
0.33,Premium,F,SI2,62.3,58.0,557,4.43,4.4,2.75
0.33,Premium,G,SI2,62.6,58.0,557,4.42,4.4,2.76
0.33,Premium,F,SI2,63.0,58.0,557,4.42,4.4,2.78
0.33,Premium,J,VS1,62.8,58.0,557,4.41,4.38,2.76
0.33,Premium,J,VS1,61.5,61.0,557,4.46,4.39,2.72
0.33,Premium,I,SI1,60.4,59.0,557,4.54,4.5,2.73
0.77,Premium,F,SI1,60.8,59.0,2856,5.92,5.86,3.58
0.77,Premium,F,SI1,61.0,58.0,2856,5.94,5.9,3.61
0.9,Premium,I,VS2,61.9,59.0,2857,6.2,6.14,3.82
0.72,Premium,E,SI1,62.1,58.0,2857,5.76,5.73,3.57
0.71,Premium,E,VS2,61.0,60.0,2858,5.76,5.69,3.49
0.7,Premium,E,VS2,61.4,59.0,2858,5.73,5.7,3.51
0.71,Premium,E,VS2,61.5,60.0,2858,5.76,5.68,3.52
0.92,Premium,J,SI1,62.9,58.0,2858,6.22,6.18,3.9
0.71,Premium,D,VS2,60.4,62.0,2858,5.74,5.72,3.46
0.7,Premium,D,VS2,62.4,56.0,2859,5.72,5.66,3.55
0.77,Premium,F,VS1,60.9,60.0,2859,5.91,5.88,3.59
0.7,Premium,D,VS2,59.6,61.0,2859,5.8,5.77,3.45
0.83,Premium,E,SI2,59.2,60.0,2859,6.17,6.12,3.64
0.71,Premium,D,VS1,62.9,57.0,2860,5.66,5.6,3.54
0.71,Premium,D,SI1,60.7,58.0,2861,5.95,5.78,3.56
0.9,Premium,I,SI1,63.0,58.0,2861,6.09,6.01,3.81
0.82,Premium,E,SI2,61.7,59.0,2861,6.01,5.98,3.7
0.66,Premium,D,VS1,61.0,58.0,2861,5.67,5.57,3.43
0.79,Premium,F,SI1,62.3,54.0,2862,5.97,5.91,3.7
0.79,Premium,H,VS1,60.0,60.0,2862,6.07,5.99,3.64
0.7,Premium,E,VS2,59.5,59.0,2862,5.82,5.77,3.45
1.22,Premium,E,I1,60.9,57.0,2862,6.93,6.88,4.21
0.73,Premium,E,VS2,62.5,61.0,2862,5.78,5.64,3.59
0.83,Premium,G,SI1,62.3,58.0,2863,6.01,5.97,3.73
0.84,Premium,F,SI2,62.3,59.0,2863,6.06,6.01,3.76
0.71,Premium,D,SI1,61.0,61.0,2863,5.82,5.75,3.53
0.71,Premium,D,SI1,59.7,59.0,2863,5.82,5.8,3.47
0.71,Premium,D,SI1,61.7,56.0,2863,5.8,5.68,3.54
0.71,Premium,D,SI1,61.4,58.0,2863,5.79,5.75,3.54
0.71,Premium,D,SI1,60.6,58.0,2863,5.79,5.77,3.5
0.91,Premium,J,SI1,59.5,62.0,2863,6.4,6.18,3.74
0.9,Premium,J,VS2,59.8,62.0,2863,6.24,6.21,3.72
0.71,Premium,H,VVS2,61.5,62.0,2863,5.74,5.68,3.51
0.71,Premium,E,SI1,59.1,61.0,2863,5.84,5.8,3.44
0.72,Premium,E,SI1,60.9,60.0,2863,5.78,5.74,3.51
0.73,Premium,D,SI1,60.8,55.0,2865,5.87,5.81,3.55
0.96,Premium,I,SI1,61.3,58.0,2866,6.39,6.3,3.89
0.8,Premium,H,VS2,61.2,53.0,2867,6.05,5.98,3.68
0.95,Premium,F,SI2,58.4,57.0,2867,6.49,6.41,3.77
0.82,Premium,F,SI2,59.7,57.0,2867,6.14,6.12,3.66
0.79,Premium,E,SI2,61.0,58.0,2868,5.96,5.9,3.62
1.08,Premium,D,I1,61.9,60.0,2869,6.55,6.48,4.03
0.52,Premium,F,VVS2,61.8,60.0,2870,5.16,5.13,3.18
0.64,Premium,E,VVS2,62.1,58.0,2870,5.56,5.51,3.44
0.73,Premium,E,VS1,61.3,59.0,2870,5.81,5.78,3.55
1.04,Premium,I,I1,61.6,61.0,2870,6.47,6.45,3.98
0.9,Premium,J,SI1,62.8,59.0,2871,6.13,6.03,3.82
0.9,Premium,J,SI1,61.8,58.0,2873,6.16,6.13,3.8
0.9,Premium,J,SI1,60.9,61.0,2873,6.26,6.22,3.8
0.78,Premium,F,VS2,62.6,58.0,2874,5.91,5.82,3.67
0.71,Premium,D,VS2,61.2,59.0,2874,5.69,5.74,3.5
0.7,Premium,F,VS1,59.0,59.0,2874,5.79,5.77,3.41
0.7,Premium,F,VS1,60.8,62.0,2874,5.71,5.67,3.46
0.7,Premium,G,VVS2,61.8,58.0,2874,5.67,5.63,3.49
0.7,Premium,G,VVS2,62.9,59.0,2874,5.68,5.61,3.55
0.73,Premium,E,VS1,62.6,60.0,2876,5.68,5.75,3.58
0.79,Premium,E,VS2,60.6,53.0,2876,6.04,5.98,3.64
0.63,Premium,E,IF,60.3,62.0,2879,5.55,5.53,3.34
0.7,Premium,F,VS1,60.4,60.0,2879,5.73,5.7,3.45
0.71,Premium,F,VS1,62.7,58.0,2879,5.71,5.67,3.57
1.05,Premium,H,I1,62.0,59.0,2881,6.5,6.47,4.02
0.73,Premium,F,VS2,59.9,58.0,2882,5.87,5.84,3.51
0.73,Premium,F,VS2,58.7,57.0,2882,5.97,5.92,3.49
1.01,Premium,I,SI1,62.7,60.0,2885,6.36,6.27,3.96
0.7,Premium,E,VS1,62.6,59.0,2887,5.66,5.69,3.55
0.77,Premium,F,VS2,61.8,56.0,2889,5.94,5.9,3.66
0.77,Premium,E,SI1,59.8,61.0,2889,5.99,5.95,3.57
0.8,Premium,F,SI1,61.5,60.0,2890,5.97,5.94,3.66
0.82,Premium,G,SI1,59.9,59.0,2893,6.09,6.06,3.64
0.77,Premium,E,SI1,60.9,58.0,2896,5.94,5.88,3.6
0.76,Premium,E,SI1,61.1,58.0,2897,5.91,5.85,3.59
0.74,Premium,D,VS2,61.8,58.0,2897,5.81,5.77,3.58
1.12,Premium,J,SI2,60.6,59.0,2898,6.68,6.61,4.03
0.72,Premium,D,VS1,62.7,58.0,2900,5.68,5.65,3.55
0.8,Premium,F,SI1,62.7,58.0,2901,5.91,5.93,3.71
0.81,Premium,E,SI2,62.5,59.0,2901,5.97,5.9,3.71
0.73,Premium,E,VS2,62.0,60.0,2902,5.76,5.73,3.56
0.71,Premium,E,VS2,59.6,60.0,2902,5.85,5.8,3.47
0.75,Premium,D,SI1,62.8,60.0,2903,5.78,5.74,3.62
0.72,Premium,D,SI1,61.4,59.0,2903,5.79,5.71,3.53
0.72,Premium,E,VS2,61.1,59.0,2903,5.8,5.75,3.53
0.91,Premium,J,SI1,62.8,59.0,2905,6.19,6.14,3.87
0.25,Premium,F,VS1,61.2,59.0,558,4.05,4.02,2.47
0.25,Premium,E,VS1,60.7,59.0,558,4.13,4.11,2.5
0.25,Premium,E,VS1,61.5,60.0,558,4.04,4.02,2.48
0.31,Premium,I,VS2,60.8,58.0,558,4.37,4.34,2.65
0.31,Premium,I,VS2,59.8,60.0,558,4.42,4.38,2.63
0.31,Premium,I,VS2,62.3,57.0,558,4.35,4.32,2.7
0.31,Premium,H,SI1,58.7,60.0,558,4.47,4.43,2.61
0.31,Premium,H,SI1,62.7,58.0,558,4.34,4.31,2.71
0.31,Premium,I,VS2,60.8,60.0,558,4.42,4.37,2.67
0.31,Premium,I,VS2,59.9,60.0,558,4.44,4.41,2.65
0.31,Premium,I,VS2,61.1,58.0,558,4.38,4.36,2.67
0.31,Premium,I,VS2,60.7,61.0,558,4.34,4.32,2.63
0.31,Premium,I,VS2,62.3,60.0,558,4.32,4.31,2.69
0.31,Premium,H,SI1,61.7,59.0,558,4.39,4.36,2.7
0.31,Premium,H,SI1,61.0,61.0,558,4.39,4.33,2.66
0.31,Premium,H,SI1,62.4,57.0,558,4.35,4.31,2.7
0.31,Premium,H,SI1,62.8,58.0,558,4.32,4.28,2.7
0.31,Premium,E,SI2,60.9,60.0,558,4.38,4.35,2.66
0.7,Premium,D,VS2,61.0,60.0,2909,5.75,5.7,3.49
0.7,Premium,D,VS2,60.9,57.0,2909,5.71,5.69,3.47
1.05,Premium,I,SI2,58.3,57.0,2911,6.72,6.67,3.9
0.8,Premium,E,SI1,61.2,60.0,2912,5.97,5.95,3.65
0.71,Premium,D,SI1,61.4,58.0,2913,5.75,5.79,3.54
0.71,Premium,G,SI2,60.8,59.0,2913,5.7,5.74,3.48
0.71,Premium,D,SI1,60.6,58.0,2913,5.77,5.79,3.5
0.71,Premium,D,SI1,59.7,59.0,2913,5.8,5.82,3.47
0.91,Premium,I,SI2,62.0,59.0,2913,6.18,6.23,3.85
0.83,Premium,E,SI1,62.2,59.0,2913,6.05,5.97,3.74
0.74,Premium,F,VS1,62.5,60.0,2917,5.78,5.74,3.6
0.73,Premium,G,VVS2,62.2,56.0,2919,5.79,5.75,3.59
0.71,Premium,E,VS1,59.7,57.0,2920,5.87,5.78,3.48
0.71,Premium,F,VS1,59.1,59.0,2920,5.88,5.83,3.46
0.9,Premium,I,VS2,58.7,60.0,2923,6.35,6.28,3.7
1.2,Premium,I,I1,60.5,58.0,2925,6.9,6.79,4.14
0.81,Premium,F,SI1,61.2,56.0,2926,6.03,6.0,3.68
0.81,Premium,F,SI1,61.3,60.0,2926,6.0,5.94,3.66
0.9,Premium,H,SI2,59.5,60.0,2927,6.32,6.29,3.75
0.7,Premium,E,VS1,60.3,58.0,2930,5.7,5.74,3.45
0.7,Premium,G,VVS1,62.0,61.0,2932,5.71,5.62,3.51
0.7,Premium,F,VVS2,61.0,57.0,2932,5.8,5.71,3.51
0.73,Premium,F,VS2,59.9,58.0,2933,5.84,5.87,3.51
0.91,Premium,H,SI1,60.2,52.0,2935,6.27,6.15,3.74
0.8,Premium,H,VS1,62.0,60.0,2935,5.92,5.86,3.65
0.76,Premium,E,SI1,58.3,62.0,2937,6.12,5.95,3.52
0.76,Premium,G,VS1,59.6,57.0,2937,6.01,5.91,3.55
0.95,Premium,G,SI2,58.8,60.0,2937,6.35,6.31,3.72
0.77,Premium,D,SI1,59.5,60.0,2939,6.01,5.95,3.56
0.8,Premium,E,SI2,59.9,58.0,2939,6.03,5.96,3.59
0.82,Premium,H,VS2,62.6,59.0,2939,5.99,5.93,3.73
0.71,Premium,F,VS1,61.1,58.0,2942,5.76,5.72,3.51
0.76,Premium,D,SI1,61.6,59.0,2942,5.84,5.82,3.59
0.73,Premium,D,VS2,60.9,59.0,2947,5.82,5.77,3.53
0.9,Premium,I,SI1,60.9,56.0,2947,6.26,6.21,3.8
0.9,Premium,I,SI2,62.5,58.0,2948,6.15,6.1,3.83
0.9,Premium,I,SI2,60.6,60.0,2948,6.28,6.23,3.79
0.71,Premium,D,VS2,62.1,60.0,2950,5.72,5.68,3.54
0.79,Premium,F,VS2,63.0,59.0,2953,5.84,5.8,3.66
0.72,Premium,E,VS2,61.1,59.0,2954,5.75,5.8,3.53
0.72,Premium,D,SI1,61.4,59.0,2954,5.71,5.79,3.53
0.89,Premium,I,VS1,62.2,62.0,2955,6.14,6.02,3.78
0.7,Premium,D,VS1,60.4,58.0,2956,5.78,5.71,3.47
0.79,Premium,G,VS2,62.3,58.0,2959,5.92,5.89,3.68
0.72,Premium,E,VS1,61.5,60.0,2961,5.79,5.75,3.55
0.73,Premium,F,VS1,61.9,56.0,2961,5.81,5.76,3.58
0.73,Premium,F,VS1,62.7,56.0,2961,5.75,5.73,3.6
0.71,Premium,F,VS1,62.1,53.0,2961,5.77,5.7,3.56
0.75,Premium,H,VS1,61.9,61.0,2961,5.85,5.82,3.61
0.96,Premium,E,SI2,60.4,56.0,2961,6.32,6.23,3.79
0.82,Premium,F,SI1,62.4,56.0,2962,6.01,5.98,3.74
0.9,Premium,J,VS1,62.1,62.0,2964,6.12,6.05,3.78
1.05,Premium,E,I1,61.4,58.0,2964,6.53,6.46,3.99
0.31,Premium,E,SI2,60.8,61.0,558,4.43,4.39,2.68
0.31,Premium,E,SI2,61.2,61.0,558,4.37,4.36,2.67
0.32,Premium,H,VS1,60.2,58.0,561,4.43,4.47,2.68
0.92,Premium,H,SI1,59.2,60.0,2968,6.4,6.35,3.76
0.71,Premium,D,VS2,58.7,61.0,2968,5.88,5.85,3.44
1.06,Premium,I,SI2,61.5,57.0,2968,6.57,6.49,4.02
0.52,Premium,E,VVS2,60.1,58.0,2970,5.23,5.18,3.13
0.78,Premium,E,VS2,62.6,57.0,2970,5.91,5.85,3.68
