carat,cut,color,clarity,depth,table,price,x,y,z
0.7,Good,F,VS1,59.7,63.0,2819,5.76,5.79,3.45
0.86,Good,F,SI2,64.3,60.0,2819,5.97,5.95,3.83
0.73,Good,E,SI1,63.6,57.0,2821,5.72,5.7,3.63
0.9,Good,J,VS2,64.0,61.0,2822,6.04,6.03,3.86
0.7,Good,E,SI1,61.4,64.0,2822,5.71,5.66,3.49
0.9,Good,I,SI1,63.8,57.0,2823,6.06,6.13,3.89
0.74,Good,E,VS1,63.1,58.0,2824,5.73,5.75,3.62
0.7,Good,E,VS1,57.2,59.0,2826,5.94,5.88,3.38
0.72,Good,D,VS2,64.0,54.0,2827,5.68,5.7,3.64
0.8,Good,E,SI2,63.7,54.0,2829,5.91,5.87,3.75
0.9,Good,J,SI1,64.3,63.0,2832,6.05,6.01,3.88
0.71,Good,E,VS2,62.8,60.0,2836,5.6,5.65,3.53
1.01,Good,I,I1,63.1,57.0,2844,6.35,6.39,4.02
0.8,Good,H,VS2,63.4,60.0,2845,5.92,5.82,3.72
1.01,Good,H,I1,64.2,61.0,2846,6.25,6.18,3.99
0.7,Good,F,VS2,59.1,61.0,2846,5.76,5.84,3.43
0.79,Good,E,SI1,64.1,54.0,2849,5.86,5.84,3.75
0.71,Good,G,VS1,63.5,55.0,2853,5.64,5.66,3.59
0.91,Good,J,VS2,64.2,58.0,2854,6.12,6.09,3.92
1.03,Good,J,SI1,63.6,57.0,2855,6.38,6.29,4.03
0.34,Good,G,VS2,57.5,61.0,556,4.6,4.66,2.66
0.34,Good,E,SI1,63.3,57.0,556,4.44,4.47,2.82
0.34,Good,E,SI1,63.5,55.0,556,4.44,4.47,2.83
0.34,Good,E,SI1,63.4,55.0,556,4.44,4.46,2.82
0.32,Good,E,VS2,64.1,54.0,556,4.34,4.37,2.79
0.33,Good,I,SI1,63.6,53.0,557,4.43,4.4,2.81
0.7,Good,E,VVS2,60.1,63.0,2857,5.68,5.71,3.42
0.7,Good,E,VVS2,63.6,62.0,2858,5.61,5.58,3.56
0.91,Good,I,VS2,64.3,58.0,2863,6.05,6.09,3.9
0.73,Good,E,SI1,63.6,57.0,2871,5.7,5.72,3.63
0.7,Good,D,SI1,62.5,56.7,2872,5.59,5.62,3.51
0.7,Good,E,SI1,61.4,64.0,2872,5.66,5.71,3.49
0.84,Good,G,SI1,65.1,55.0,2872,5.88,5.97,3.86
0.9,Good,J,SI1,64.0,61.0,2873,6.0,5.96,3.83
0.7,Good,H,VVS1,62.7,56.0,2877,5.6,5.66,3.53
0.7,Good,F,VS1,59.1,62.0,2877,5.82,5.86,3.44
0.9,Good,H,SI2,62.7,64.0,2883,6.09,6.0,3.79
0.9,Good,H,SI2,63.5,58.0,2889,6.09,6.14,3.88
0.8,Good,F,SI1,63.8,59.0,2890,5.87,5.83,3.73
0.71,Good,D,VS2,62.3,61.0,2891,5.7,5.73,3.56
0.82,Good,G,SI2,59.9,62.0,2893,6.02,6.04,3.61
0.72,Good,F,VS1,59.4,61.0,2897,5.82,5.89,3.48
0.98,Good,H,SI2,57.9,56.0,2898,6.51,6.47,3.76
0.7,Good,G,VVS1,59.9,61.0,2899,5.75,5.81,3.46
0.95,Good,I,SI2,63.8,57.0,2905,6.23,6.13,3.94
0.74,Good,E,SI1,62.8,61.0,2906,5.74,5.76,3.61
0.25,Good,F,VS1,63.6,57.0,558,4.04,4.01,2.56
0.31,Good,H,SI1,63.6,57.0,558,4.31,4.28,2.73
0.77,Good,F,VS2,60.3,61.0,2911,5.89,5.96,3.57
0.73,Good,E,VS2,64.2,54.0,2912,5.68,5.72,3.66
0.7,Good,E,VS2,58.7,63.0,2912,5.69,5.73,3.35
0.73,Good,E,VS2,63.2,56.0,2912,5.75,5.76,3.64
0.7,Good,F,VS1,63.8,58.0,2919,5.61,5.58,3.57
0.75,Good,E,SI1,58.3,60.0,2923,5.94,5.99,3.48
0.81,Good,D,SI2,63.6,55.0,2926,5.91,5.86,3.74
0.75,Good,D,SI2,57.6,56.0,2933,5.98,6.07,3.47
0.9,Good,H,SI2,62.7,64.0,2934,6.0,6.09,3.79
0.7,Good,F,VVS2,63.1,57.0,2940,5.59,5.66,3.55
1.0,Good,H,I1,57.6,61.0,2940,6.67,6.6,3.82
0.8,Good,F,SI1,63.8,59.0,2941,5.83,5.87,3.73
0.85,Good,G,SI1,64.9,56.0,2945,5.95,5.98,3.87
0.82,Good,H,VS2,62.4,54.0,2947,5.97,6.04,3.75
0.7,Good,E,VS1,61.0,61.0,2952,5.69,5.72,3.48
0.75,Good,F,VS1,64.4,59.0,2953,5.67,5.72,3.66
0.95,Good,I,SI2,63.8,57.0,2956,6.13,6.23,3.94
0.71,Good,F,VVS2,58.2,60.0,2956,5.89,5.94,3.44
0.72,Good,G,VS1,58.0,57.8,2958,5.85,5.87,3.4
0.7,Good,D,VS2,63.4,57.0,2960,5.6,5.67,3.57
0.71,Good,F,VVS2,58.9,61.0,2960,5.8,5.9,3.44
0.7,Good,E,VS1,63.6,58.0,2964,5.61,5.56,3.55
0.9,Good,F,SI2,64.2,62.0,2964,6.08,6.0,3.88
0.7,Good,F,VS1,63.8,58.0,2970,5.58,5.61,3.57
1.04,Good,I,SI2,59.9,64.0,2970,6.51,6.45,3.88
0.7,Good,E,VS1,59.8,62.0,2973,5.74,5.8,3.45
0.9,Good,H,SI1,64.2,60.0,2974,6.05,6.02,3.87
0.7,Good,D,SI1,61.3,61.0,2980,5.63,5.69,3.47
0.64,Good,F,IF,58.6,61.0,2980,5.69,5.71,3.34
0.9,Good,E,SI2,58.7,63.0,2982,6.2,6.23,3.65
0.57,Good,E,VVS1,59.1,65.0,2990,5.34,5.43,3.18
0.93,Good,J,VS2,63.6,61.0,3000,6.16,6.08,3.89
0.7,Good,D,VS1,63.6,60.0,3001,5.61,5.52,3.54
0.89,Good,H,SI2,63.3,59.0,3002,6.04,6.09,3.84
0.72,Good,F,VS1,63.8,58.0,3002,5.68,5.63,3.61
0.9,Good,G,SI2,63.7,62.0,3014,6.07,6.01,3.85
0.9,Good,F,SI2,64.2,62.0,3016,6.0,6.08,3.88
0.5,Good,D,VVS2,62.4,64.0,3017,5.03,5.06,3.14
0.7,Good,F,VVS1,63.2,58.0,3018,5.58,5.62,3.54
0.7,Good,E,VS1,60.2,61.0,3018,5.71,5.75,3.45
0.9,Good,H,SI2,63.1,60.0,3024,6.09,6.14,3.86
0.9,Good,H,SI2,63.1,55.0,3024,6.08,6.13,3.85
0.9,Good,J,VS2,63.9,58.0,3024,6.15,6.08,3.91
0.75,Good,D,SI1,63.6,58.0,3024,5.77,5.65,3.63
0.77,Good,H,VVS2,57.9,61.0,3027,6.07,6.01,3.5
1.01,Good,E,I1,63.8,57.0,3032,6.4,6.33,4.06
0.7,Good,D,VS2,64.1,59.0,3033,5.56,5.49,3.54
0.7,Good,D,VS2,63.9,58.0,3033,5.62,5.58,3.58
0.91,Good,I,SI2,60.2,59.0,3034,6.24,6.29,3.77
0.32,Good,E,SI1,63.3,56.0,561,4.34,4.35,2.75
0.4,Good,H,SI2,63.7,59.0,561,4.64,4.69,2.97
0.32,Good,G,VS2,63.3,54.0,561,4.36,4.39,2.77
0.32,Good,H,VS1,63.1,57.0,561,4.34,4.37,2.75
0.32,Good,G,VS2,63.1,57.0,561,4.3,4.35,2.73
0.32,Good,E,SI1,63.4,55.0,561,4.35,4.36,2.76
0.81,Good,I,VS1,59.4,56.0,3042,5.97,6.11,3.59
0.7,Good,G,VVS2,61.1,61.0,3046,5.67,5.69,3.47
0.72,Good,E,VS1,57.9,60.0,3048,5.97,5.91,3.44
0.82,Good,E,SI2,61.8,56.0,3050,5.95,5.99,3.69
1.02,Good,E,I1,63.1,60.0,3051,6.31,6.4,4.01
0.76,Good,F,VS1,59.9,61.0,3057,5.89,5.98,3.56
0.9,Good,I,SI2,60.7,58.0,3057,6.17,6.21,3.76
0.91,Good,F,SI2,63.9,56.0,3058,6.11,6.06,3.89
0.9,Good,G,SI2,63.6,57.0,3060,6.1,6.04,3.86
0.91,Good,I,SI2,57.9,60.0,3061,6.46,6.39,3.72
0.7,Good,E,VS1,59.4,61.0,3063,5.79,5.83,3.45
0.9,Good,G,SI2,63.7,62.0,3067,6.01,6.07,3.85
0.92,Good,J,SI2,59.0,63.0,3070,6.3,6.35,3.73
0.71,Good,G,VVS1,62.7,61.0,3072,5.64,5.68,3.55
0.7,Good,D,VS2,58.0,65.0,3073,5.81,5.73,3.39
0.9,Good,G,SI1,63.7,56.0,3074,6.1,6.06,3.87
0.75,Good,D,SI1,63.6,58.0,3078,5.65,5.77,3.63
0.94,Good,I,SI2,63.8,60.0,3079,6.21,6.14,3.94
0.7,Good,D,VS2,57.7,60.0,3082,5.83,5.86,3.37
0.75,Good,E,VS2,62.6,58.0,3084,5.73,5.78,3.6
0.9,Good,E,SI2,64.1,57.0,3084,6.09,6.07,3.9
0.7,Good,D,VS2,63.9,58.0,3087,5.58,5.62,3.58
0.7,Good,D,VS2,63.2,60.0,3087,5.56,5.61,3.53
0.7,Good,D,VS2,64.1,59.0,3087,5.49,5.56,3.54
1.01,Good,J,SI2,63.7,60.0,3088,6.4,6.29,4.05
0.77,Good,H,VVS1,63.1,57.0,3096,5.83,5.86,3.69
1.29,Good,I,I1,64.2,54.0,3098,6.93,6.83,4.42
1.52,Good,E,I1,57.3,58.0,3105,7.53,7.42,4.28
1.52,Good,E,I1,57.3,58.0,3105,7.53,7.42,4.28
0.9,Good,H,SI2,64.1,58.0,3105,6.05,6.02,3.87
0.79,Good,E,SI1,63.2,56.0,3107,5.83,5.91,3.71
0.7,Good,D,VS1,60.4,63.0,3107,5.73,5.76,3.47
0.32,Good,E,SI1,63.2,56.0,561,4.35,4.38,2.76
0.32,Good,E,SI1,63.1,56.0,561,4.36,4.39,2.76
0.9,Good,I,VS2,62.4,65.0,3107,6.12,6.09,3.81
1.01,Good,H,I1,63.2,58.0,3110,6.33,6.39,4.02
1.01,Good,H,SI2,64.1,56.0,3111,6.37,6.3,4.06
0.9,Good,H,SI2,60.4,61.0,3114,6.14,6.22,3.73
0.9,Good,H,SI2,64.3,58.0,3114,5.97,6.03,3.86
0.7,Good,E,VS2,60.3,60.0,3115,5.69,5.75,3.45
0.9,Good,H,SI2,64.3,60.0,3115,6.0,6.1,3.89
0.8,Good,F,VS1,63.3,55.0,3116,5.87,5.92,3.73
0.9,Good,F,SI2,63.3,57.0,3116,6.08,6.14,3.87
0.9,Good,F,SI2,63.2,59.0,3116,6.06,6.13,3.85
0.76,Good,G,VS1,60.3,60.7,3121,5.86,5.9,3.55
0.92,Good,I,SI1,57.4,65.0,3122,6.42,6.48,3.7
0.94,Good,D,SI2,57.9,61.0,3125,6.48,6.43,3.74
0.9,Good,H,SI1,60.5,64.0,3125,6.18,6.11,3.72
1.13,Good,G,I1,63.4,58.0,3127,6.58,6.61,4.18
0.97,Good,J,VS2,64.3,58.0,3129,6.25,6.22,4.01
0.94,Good,I,SI2,63.8,60.0,3134,6.14,6.21,3.94
0.9,Good,E,SI2,64.1,57.0,3139,6.07,6.09,3.9
0.9,Good,E,SI2,63.4,62.0,3139,6.0,6.02,3.81
0.72,Good,E,VS2,60.8,62.0,3140,5.73,5.78,3.5
1.21,Good,E,I1,57.2,62.0,3144,7.01,6.95,3.99
0.72,Good,F,VVS2,61.3,65.0,3145,5.76,5.72,3.52
0.73,Good,E,VS1,63.7,59.0,3146,5.67,5.69,3.62
0.7,Good,E,VS1,61.2,58.0,3148,5.66,5.72,3.48
0.7,Good,E,VS1,58.7,60.0,3148,5.79,5.83,3.41
0.91,Good,G,SI2,62.5,60.0,3149,6.05,6.08,3.79
1.03,Good,J,SI2,64.1,62.0,3149,6.37,6.33,4.07
0.9,Good,D,SI2,63.9,60.0,3153,6.07,6.11,3.89
0.92,Good,E,SI2,62.0,64.0,3153,6.2,6.16,3.83
0.9,Good,H,SI2,63.4,60.0,3160,6.03,6.08,3.84
0.9,Good,H,SI2,62.4,61.0,3160,6.03,6.11,3.79
0.9,Good,I,VS2,62.4,65.0,3162,6.09,6.12,3.81
0.9,Good,G,SI2,63.3,59.0,3162,6.07,6.12,3.86
0.74,Good,E,VS2,63.9,54.0,3163,5.77,5.81,3.7
0.74,Good,E,VS2,63.5,56.0,3163,5.75,5.8,3.67
0.78,Good,F,VS1,64.0,54.0,3163,5.86,5.82,3.74
0.73,Good,F,VVS2,58.2,63.0,3166,5.87,6.01,3.46
0.7,Good,E,VS1,63.6,58.0,3175,5.67,5.62,3.59
0.9,Good,I,SI1,63.5,59.0,3176,6.05,6.1,3.86
0.4,Good,H,SI2,63.8,57.0,561,4.67,4.7,2.99
0.81,Good,D,SI1,63.9,58.0,3179,5.9,5.85,3.75
1.5,Good,G,I1,57.4,62.0,3179,7.56,7.39,4.29
1.03,Good,J,SI2,56.2,62.0,3188,6.69,6.73,3.77
0.75,Good,G,VVS1,58.4,56.0,3188,5.98,6.06,3.52
0.91,Good,H,VS2,63.8,59.0,3192,5.99,5.96,3.82
1.0,Good,H,SI2,62.0,64.0,3192,6.43,6.29,3.94
0.9,Good,J,VVS2,57.4,61.0,3193,6.42,6.37,3.67
0.7,Good,D,VS1,60.4,63.0,3193,5.68,5.74,3.45
0.9,Good,H,SI2,63.6,60.0,3193,6.11,6.06,3.87
0.83,Good,G,VS2,63.7,60.9,3195,5.84,5.92,3.75
0.9,Good,I,SI1,63.0,53.0,3196,6.08,6.15,3.85
0.9,Good,H,SI1,63.8,57.0,3201,6.07,6.13,3.89
1.04,Good,H,I1,63.9,58.0,3203,6.35,6.42,4.08
1.04,Good,J,SI2,63.8,56.0,3204,6.36,6.32,4.05
0.7,Good,F,VVS1,59.9,62.0,3206,5.69,5.74,3.42
0.9,Good,F,SI2,64.3,57.0,3210,6.16,6.06,3.93
0.91,Good,J,VS1,64.2,60.0,3210,6.01,5.95,3.84
0.95,Good,D,SI2,56.5,61.0,3214,6.53,6.5,3.68
0.9,Good,E,SI2,62.0,63.0,3218,6.09,6.14,3.79
0.68,Good,G,VVS1,61.9,55.0,3225,5.63,5.68,3.5
0.9,Good,G,SI1,57.7,62.0,3226,6.29,6.23,3.61
0.91,Good,H,SI1,63.7,60.0,3229,6.16,6.09,3.9
0.75,Good,E,VS1,63.1,55.0,3231,5.8,5.83,3.67
1.0,Good,J,SI2,62.7,58.0,3234,6.28,6.32,3.95
0.7,Good,D,VS1,57.8,60.0,3239,5.85,5.87,3.39
0.9,Good,G,SI2,64.1,56.0,3246,6.12,6.08,3.91
0.9,Good,I,VS2,63.7,61.0,3246,6.1,6.06,3.87
0.9,Good,I,VS2,63.8,55.0,3246,6.16,6.07,3.9
0.9,Good,G,SI2,63.8,59.0,3246,6.05,6.02,3.85
0.9,Good,G,SI2,63.8,56.0,3246,6.16,6.13,3.92
0.32,Good,E,SI1,62.5,61.0,564,4.32,4.35,2.71
0.26,Good,D,VVS2,63.6,56.0,564,4.06,4.09,2.59
0.26,Good,F,VVS1,63.3,57.0,564,4.05,4.07,2.57
0.9,Good,G,SI2,64.1,63.0,3246,6.02,5.99,3.85
0.76,Good,E,VS2,63.2,56.0,3249,5.82,5.86,3.69
0.81,Good,G,VS2,62.9,58.0,3250,5.88,5.94,3.72
0.9,Good,H,SI2,63.6,60.0,3250,6.06,6.11,3.87
0.83,Good,E,SI1,63.7,59.0,3250,5.95,5.89,3.77
0.9,Good,G,SI1,64.2,58.0,3250,6.04,6.01,3.87
0.9,Good,G,SI2,61.8,56.0,3253,6.11,6.16,3.79
0.78,Good,D,SI1,60.1,61.0,3253,5.92,5.89,3.55
1.0,Good,F,SI2,59.4,64.0,3259,6.52,6.48,3.86
1.04,Good,H,I1,63.9,58.0,3261,6.42,6.35,4.08
1.0,Good,F,SI2,63.6,62.0,3265,6.25,6.2,3.96
1.0,Good,J,VVS2,63.7,57.0,3265,6.34,6.31,4.03
0.9,Good,F,SI2,64.3,57.0,3267,6.06,6.16,3.93
0.9,Good,F,SI2,63.1,57.0,3267,6.11,6.18,3.88
0.9,Good,F,SI2,63.2,57.0,3267,6.09,6.15,3.87
0.9,Good,F,SI2,61.9,62.0,3267,6.07,6.12,3.77
0.7,Good,D,VVS2,63.3,54.0,3267,5.6,5.64,3.56
0.9,Good,G,SI2,58.4,55.0,3269,6.34,6.39,3.72
0.8,Good,E,VS2,63.4,56.0,3273,5.88,5.92,3.74
0.8,Good,E,VS2,64.5,56.0,3273,5.8,5.86,3.76
0.9,Good,E,SI1,62.2,65.0,3274,6.13,6.08,3.8
0.7,Good,E,VS1,61.3,62.0,3277,5.64,5.72,3.48
0.92,Good,D,SI2,57.8,63.0,3277,6.4,6.36,3.69
0.9,Good,H,SI1,66.1,57.0,3282,5.94,5.99,3.94
0.92,Good,F,SI2,64.2,58.0,3282,6.14,6.11,3.93
0.91,Good,G,SI2,63.6,59.0,3282,6.15,6.11,3.9
0.8,Good,F,VS2,60.5,62.3,3283,5.97,6.01,3.62
0.8,Good,G,VS1,63.2,60.1,3283,5.77,5.85,3.67
0.89,Good,E,SI2,61.6,60.9,3284,6.13,6.24,3.82
1.04,Good,J,VS2,58.2,64.0,3285,6.64,6.53,3.85
0.91,Good,G,SI1,64.3,60.0,3286,6.12,6.04,3.91
0.91,Good,I,VS2,64.2,55.0,3287,6.13,6.09,3.92
0.9,Good,H,SI1,64.2,59.0,3290,6.05,6.01,3.87
0.91,Good,J,VS2,61.3,61.0,3290,6.18,6.25,3.81
0.77,Good,E,VS2,63.4,57.0,3291,5.8,5.84,3.69
1.02,Good,J,SI2,63.1,58.0,3298,6.34,6.38,4.01
0.78,Good,D,VS2,64.0,54.0,3298,5.82,5.86,3.74
0.91,Good,H,VS2,56.9,61.0,3302,6.41,6.24,3.6
0.9,Good,I,VS2,63.8,55.0,3303,6.07,6.16,3.9
0.9,Good,G,SI2,63.8,59.0,3303,6.02,6.05,3.85
0.9,Good,I,VS2,63.7,61.0,3303,6.06,6.1,3.87
0.9,Good,G,SI2,63.4,59.0,3303,6.04,6.08,3.84
0.9,Good,G,SI2,63.8,56.0,3303,6.13,6.16,3.92
0.76,Good,G,IF,64.6,61.0,3304,5.72,5.8,3.72
1.0,Good,D,SI2,64.0,54.0,3304,6.29,6.24,4.01
0.9,Good,G,SI1,64.2,58.0,3307,6.01,6.04,3.87
0.41,Good,J,VS2,64.0,59.0,565,4.64,4.71,2.99
0.3,Good,G,VS1,63.4,55.0,565,4.26,4.32,2.72
0.3,Good,G,VS1,63.5,58.0,565,4.21,4.26,2.69
0.3,Good,F,VS2,63.4,59.0,565,4.23,4.25,2.69
0.3,Good,G,VS1,63.3,56.0,565,4.28,4.31,2.72
0.7,Good,F,VVS1,63.3,56.0,3310,5.64,5.7,3.59
0.7,Good,D,VVS2,63.6,57.0,3312,5.61,5.58,3.56
0.84,Good,G,VS2,63.6,59.0,3312,5.94,5.89,3.76
0.96,Good,J,VS2,63.9,58.0,3312,6.27,6.21,3.99
0.7,Good,D,VVS2,63.7,55.0,3312,5.66,5.61,3.59
0.84,Good,G,VS1,63.6,57.0,3316,5.98,5.93,3.79
0.9,Good,F,SI2,63.2,56.0,3318,6.15,6.2,3.9
0.9,Good,F,SI2,63.2,58.0,3318,6.09,6.12,3.86
0.91,Good,H,SI1,63.8,56.0,3323,6.09,6.04,3.87
0.81,Good,D,SI1,64.1,54.0,3324,5.92,5.96,3.81
0.9,Good,E,SI1,63.8,61.0,3332,6.08,6.05,3.87
0.92,Good,D,SI2,57.8,63.0,3335,6.36,6.4,3.69
0.91,Good,G,SI2,63.6,59.0,3340,6.11,6.15,3.9
0.91,Good,G,SI2,63.2,61.0,3340,6.01,6.27,3.88
0.92,Good,F,SI2,64.2,58.0,3340,6.11,6.14,3.93
0.91,Good,G,SI2,63.3,57.0,3340,6.08,6.12,3.86
1.02,Good,I,SI2,57.1,62.0,3342,6.66,6.58,3.78
0.91,Good,G,SI1,64.3,60.0,3344,6.04,6.12,3.91
0.9,Good,H,SI2,61.3,61.0,3348,6.11,6.16,3.76
1.01,Good,I,SI2,64.1,58.0,3349,6.26,6.31,4.03
0.91,Good,D,SI2,64.1,62.0,3349,6.06,6.01,3.87
0.9,Good,G,SI2,58.5,61.0,3350,6.28,6.33,3.69
0.9,Good,I,VS2,58.5,66.0,3353,6.23,6.25,3.65
0.9,Good,G,SI2,61.3,60.0,3353,6.13,6.2,3.78
1.07,Good,F,I1,64.3,59.0,3354,6.37,6.42,4.11
0.9,Good,H,SI1,63.8,58.0,3357,6.05,6.12,3.88
0.91,Good,D,SI1,64.0,59.0,3357,6.13,6.02,3.89
1.0,Good,I,SI1,64.3,57.0,3360,6.29,6.25,4.03
0.82,Good,F,VS2,60.9,62.2,3363,5.97,6.04,3.66
0.91,Good,F,SI1,64.0,57.0,3363,6.17,6.08,3.92
0.8,Good,E,VS2,63.3,59.0,3365,5.82,5.87,3.7
0.69,Good,D,VVS2,61.5,61.0,3369,5.61,5.65,3.46
0.84,Good,G,VS2,63.6,59.0,3370,5.89,5.94,3.76
0.93,Good,F,SI2,61.3,62.0,3376,6.17,6.26,3.81
0.5,Good,D,IF,63.2,59.0,3378,4.99,5.04,3.17
0.7,Good,G,VVS1,58.5,62.0,3380,5.8,5.82,3.4
0.92,Good,I,SI1,63.3,58.0,3382,6.14,6.18,3.9
0.31,Good,G,SI2,63.2,55.0,408,4.31,4.33,2.73
0.31,Good,I,SI1,63.5,56.0,408,4.28,4.32,2.73
0.4,Good,J,VS1,64.0,56.0,567,4.66,4.69,2.99
0.31,Good,D,VS2,63.6,56.0,567,4.26,4.32,2.73
0.33,Good,D,SI1,63.1,55.0,567,4.38,4.4,2.77
0.33,Good,D,SI1,63.1,55.0,567,4.42,4.46,2.8
0.36,Good,H,VS2,63.7,55.0,568,4.49,4.52,2.87
0.9,Good,E,SI1,63.8,61.0,3391,6.05,6.08,3.87
0.77,Good,F,VS1,59.3,56.0,3393,5.98,6.03,3.56
0.71,Good,F,IF,62.1,62.0,3393,5.68,5.79,3.56
1.01,Good,I,SI1,58.4,64.0,3394,6.51,6.48,3.79
0.9,Good,H,SI1,63.2,61.0,3398,6.12,6.03,3.84
0.9,Good,I,VS2,62.5,59.0,3398,6.06,6.13,3.81
0.9,Good,I,VS1,62.8,57.0,3398,6.07,6.16,3.84
1.01,Good,J,SI1,62.8,58.0,3399,6.28,6.33,3.96
1.01,Good,I,SI2,62.6,59.0,3399,6.24,6.35,3.94
1.01,Good,I,SI2,61.8,62.0,3399,6.28,6.35,3.9
0.9,Good,E,SI1,64.3,62.0,3400,6.0,6.07,3.88
0.9,Good,E,SI2,63.2,57.0,3401,6.06,6.15,3.86
0.9,Good,E,SI2,63.4,60.0,3401,6.02,6.07,3.83
1.04,Good,J,SI1,64.2,58.0,3407,6.42,6.34,4.1
0.91,Good,D,SI2,64.1,62.0,3408,6.01,6.06,3.87
1.01,Good,I,SI2,64.1,58.0,3411,6.31,6.26,4.03
1.07,Good,F,I1,64.3,59.0,3415,6.42,6.37,4.11
1.21,Good,G,I1,64.0,59.0,3415,6.78,6.73,4.32
0.74,Good,E,VS1,63.4,55.0,3416,5.76,5.78,3.66
0.93,Good,F,SI2,59.4,61.0,3418,6.24,6.25,3.71
0.7,Good,E,VS1,58.4,61.0,3419,5.85,5.89,3.43
0.7,Good,E,VS1,58.4,60.0,3419,5.84,5.87,3.42
0.96,Good,D,SI2,64.0,62.0,3419,6.16,6.13,3.93
0.9,Good,E,SI2,61.9,62.0,3422,6.14,6.18,3.81
1.0,Good,J,VS2,57.6,58.0,3422,6.59,6.56,3.79
0.91,Good,F,SI1,64.0,57.0,3423,6.08,6.17,3.92
0.9,Good,J,VS2,57.9,63.0,3423,6.32,6.35,3.67
0.9,Good,J,VS2,62.3,64.0,3423,6.09,6.17,3.82
1.09,Good,G,SI2,57.4,61.0,3424,6.82,6.75,3.89
0.9,Good,D,SI2,63.5,62.0,3425,6.09,6.13,3.88
0.93,Good,G,SI2,64.5,56.3,3425,6.08,6.14,3.94
0.91,Good,H,SI1,63.9,60.0,3425,6.13,6.08,3.9
1.04,Good,J,SI2,64.2,59.0,3425,6.47,6.38,4.13
1.02,Good,H,SI2,58.6,64.0,3427,6.32,6.26,3.68
0.9,Good,F,SI1,64.3,57.0,3427,6.08,6.01,3.89
0.77,Good,D,VS2,64.3,56.0,3428,5.84,5.77,3.73
