carat,cut,color,clarity,depth,table,price,x,y,z
0.81,Very Good,G,SI1,62.5,60.0,2806,5.89,5.94,3.69
0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,5.9,3.56
0.71,Very Good,F,VS1,62.2,58.0,2807,5.66,5.72,3.54
0.71,Very Good,F,VS1,60.0,57.0,2807,5.84,5.9,3.52
0.8,Very Good,H,VS2,62.8,57.0,2808,5.87,5.91,3.7
0.7,Very Good,F,VS1,62.0,57.0,2808,5.64,5.71,3.52
0.75,Very Good,G,VS2,63.4,56.0,2808,5.78,5.74,3.65
0.73,Very Good,D,SI1,63.1,57.0,2808,5.74,5.7,3.61
0.81,Very Good,F,SI1,63.1,59.0,2809,5.85,5.79,3.67
0.7,Very Good,F,VS1,61.8,56.0,2810,5.63,5.7,3.5
0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,5.84,3.48
0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,5.76,3.64
0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,5.95,3.79
0.7,Very Good,G,VS1,63.0,60.0,2812,5.57,5.64,3.53
0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,5.85,3.45
0.7,Very Good,F,VS2,61.7,58.0,2812,5.63,5.69,3.49
0.32,Very Good,I,SI1,63.1,56.0,554,4.39,4.36,2.76
0.3,Very Good,H,SI1,63.3,56.0,554,4.29,4.27,2.71
0.3,Very Good,H,SI1,63.4,60.0,554,4.25,4.23,2.69
0.29,Very Good,E,VS1,61.9,55.0,555,4.28,4.33,2.66
0.29,Very Good,E,VS1,62.4,55.0,555,4.2,4.25,2.63
0.31,Very Good,F,SI1,61.8,58.0,555,4.32,4.35,2.68
0.43,Very Good,E,I1,58.4,62.0,555,4.94,5.0,2.9
0.32,Very Good,F,VS2,61.4,58.0,556,4.37,4.42,2.7
0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,5.72,3.54
0.7,Very Good,F,VS2,60.9,61.0,2812,5.66,5.71,3.46
0.84,Very Good,E,SI1,63.4,55.0,2813,6.0,5.95,3.79
0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23
0.76,Very Good,F,SI2,58.5,62.0,2815,5.93,6.01,3.49
0.78,Very Good,I,VVS2,61.4,56.0,2816,5.91,5.95,3.64
0.72,Very Good,G,VS1,63.8,58.0,2819,5.64,5.68,3.61
0.73,Very Good,E,SI1,63.2,58.0,2821,5.76,5.7,3.62
0.79,Very Good,D,SI2,62.8,59.0,2823,5.86,5.9,3.69
0.73,Very Good,G,VS1,62.0,57.0,2825,5.75,5.8,3.58
0.7,Very Good,D,VS2,63.3,56.0,2826,5.6,5.58,3.54
0.9,Very Good,I,SI2,63.5,56.0,2826,6.17,6.07,3.88
0.7,Very Good,D,SI1,62.3,59.0,2827,5.67,5.7,3.54
0.71,Very Good,E,VS2,62.7,59.0,2830,5.65,5.7,3.56
0.77,Very Good,H,SI1,61.7,56.0,2830,5.84,5.89,3.62
0.76,Very Good,E,SI2,60.8,60.0,2831,5.89,5.98,3.61
0.72,Very Good,F,VS2,62.5,58.0,2832,5.71,5.75,3.58
0.91,Very Good,I,SI2,62.8,61.0,2832,6.15,6.18,3.87
0.8,Very Good,I,VS2,62.0,58.0,2833,5.86,5.95,3.66
0.56,Very Good,E,IF,61.0,59.0,2833,5.28,5.34,3.24
0.7,Very Good,D,VS2,59.6,61.0,2833,5.77,5.8,3.45
0.51,Very Good,D,VVS1,59.9,58.0,2834,5.16,5.19,3.1
0.9,Very Good,J,SI1,63.4,54.0,2834,6.17,6.14,3.9
0.82,Very Good,H,SI1,60.7,56.0,2836,6.04,6.06,3.67
0.76,Very Good,H,SI1,60.9,55.0,2838,5.92,5.94,3.61
0.7,Very Good,E,SI1,63.5,59.0,2838,5.53,5.49,3.5
0.74,Very Good,E,SI1,60.0,57.0,2839,5.85,5.89,3.52
0.77,Very Good,H,VS1,61.0,60.0,2840,5.9,5.87,3.59
0.75,Very Good,F,SI2,59.8,56.0,2840,5.85,5.92,3.52
0.71,Very Good,D,VS1,63.4,55.0,2841,5.69,5.61,3.58
0.73,Very Good,D,SI1,63.9,57.0,2841,5.66,5.71,3.63
0.82,Very Good,F,SI2,59.7,57.0,2841,6.12,6.14,3.66
0.7,Very Good,E,VS2,60.2,62.0,2843,5.71,5.75,3.45
0.7,Very Good,E,VS2,62.7,58.0,2843,5.65,5.67,3.55
0.71,Very Good,E,VS2,59.4,58.0,2843,5.76,5.82,3.44
0.81,Very Good,F,SI2,63.2,58.0,2843,5.91,5.92,3.74
0.71,Very Good,D,SI1,61.5,58.0,2843,5.73,5.79,3.54
0.73,Very Good,F,VS1,61.8,59.0,2843,5.73,5.79,3.56
0.73,Very Good,E,SI1,57.7,61.0,2844,5.92,5.96,3.43
0.7,Very Good,E,VS1,62.0,59.0,2844,5.65,5.68,3.51
0.7,Very Good,E,VS2,61.8,59.0,2845,5.65,5.68,3.5
0.7,Very Good,E,VS2,58.9,60.0,2845,5.83,5.85,3.44
0.72,Very Good,F,VS1,60.2,59.0,2846,5.79,5.84,3.5
0.84,Very Good,H,SI1,61.2,57.0,2847,6.1,6.12,3.74
0.7,Very Good,G,VVS2,62.9,59.0,2848,5.61,5.68,3.55
0.74,Very Good,E,VS1,63.1,58.0,2849,5.75,5.73,3.62
0.7,Very Good,E,VS2,61.0,60.0,2850,5.74,5.77,3.51
1.2,Very Good,H,I1,63.1,60.0,2850,6.75,6.67,4.23
0.8,Very Good,F,SI1,63.4,57.0,2851,5.89,5.82,3.71
0.87,Very Good,F,SI2,61.0,63.0,2851,6.22,6.07,3.75
0.58,Very Good,E,IF,60.6,59.0,2852,5.37,5.43,3.27
0.91,Very Good,I,SI1,63.5,57.0,2852,6.12,6.07,3.87
0.78,Very Good,H,VS1,61.9,57.1,2854,5.87,5.95,3.66
0.7,Very Good,E,VS1,62.4,56.0,2854,5.64,5.7,3.54
0.73,Very Good,F,VS2,62.5,57.0,2855,5.7,5.75,3.58
0.34,Very Good,G,VS2,59.6,62.0,556,4.54,4.56,2.71
0.9,Very Good,G,SI2,63.1,58.0,2857,6.08,6.02,3.82
0.81,Very Good,F,SI1,61.3,57.0,2858,6.02,6.05,3.7
0.81,Very Good,F,SI1,61.7,57.0,2858,6.0,6.05,3.72
0.71,Very Good,E,VS2,63.5,59.0,2858,5.68,5.59,3.58
0.71,Very Good,F,VS2,61.3,61.0,2860,5.68,5.73,3.5
0.9,Very Good,J,SI2,63.6,58.0,2860,6.07,6.1,3.87
0.7,Very Good,D,SI1,62.5,55.0,2862,5.67,5.72,3.56
0.8,Very Good,F,SI1,62.6,58.0,2862,5.9,5.92,3.7
0.8,Very Good,D,SI2,62.5,59.0,2862,5.88,5.92,3.69
0.71,Very Good,F,VVS1,63.2,60.0,2862,5.65,5.61,3.56
0.7,Very Good,E,VS2,58.7,63.0,2862,5.73,5.69,3.35
0.83,Very Good,I,VS2,61.6,58.0,2865,6.05,6.07,3.73
0.56,Very Good,D,VVS1,62.0,56.0,2866,5.25,5.3,3.27
0.56,Very Good,D,VVS1,61.8,55.0,2866,5.27,5.31,3.27
0.71,Very Good,H,VVS1,62.9,57.0,2867,5.67,5.69,3.57
0.75,Very Good,E,SI1,63.1,56.0,2868,5.78,5.7,3.62
0.73,Very Good,E,SI1,61.3,58.0,2871,5.76,5.83,3.55
0.75,Very Good,D,SI1,60.7,55.0,2872,5.87,5.92,3.58
0.7,Very Good,G,SI2,59.0,62.0,2872,5.79,5.81,3.42
0.7,Very Good,D,SI1,60.2,60.0,2872,5.75,5.82,3.48
0.72,Very Good,E,VS2,58.3,57.0,2872,5.89,5.94,3.45
0.76,Very Good,F,VS2,62.0,58.0,2873,5.8,5.86,3.62
0.77,Very Good,E,SI1,63.2,58.0,2873,5.8,5.84,3.68
0.72,Very Good,H,VS1,62.2,54.0,2877,5.74,5.76,3.57
0.79,Very Good,F,SI1,62.8,59.0,2878,5.86,5.89,3.69
0.79,Very Good,F,SI1,62.7,60.0,2878,5.82,5.89,3.67
0.79,Very Good,D,SI2,59.7,58.0,2878,6.0,6.07,3.6
0.73,Very Good,F,SI1,61.4,56.0,2879,5.81,5.86,3.58
0.92,Very Good,J,SI2,58.7,61.0,2880,6.34,6.43,3.75
0.74,Very Good,D,SI1,63.9,57.0,2880,5.72,5.74,3.66
0.71,Very Good,E,VS2,60.0,59.0,2881,5.84,5.83,3.5
0.7,Very Good,H,IF,62.8,56.0,2882,5.62,5.65,3.54
0.84,Very Good,F,SI1,63.8,57.0,2885,5.95,6.0,3.81
0.71,Very Good,D,SI1,62.4,54.0,2887,5.71,5.79,3.59
0.72,Very Good,G,VVS2,62.5,58.0,2889,5.68,5.72,3.56
0.7,Very Good,E,VS2,63.5,54.0,2889,5.62,5.66,3.58
0.7,Very Good,F,VS1,62.2,58.0,2889,5.64,5.75,3.54
0.71,Very Good,F,VS1,62.8,56.0,2889,5.69,5.72,3.58
0.71,Very Good,E,VS2,61.2,58.0,2891,5.71,5.79,3.52
0.71,Very Good,F,VS1,62.6,55.0,2893,5.66,5.71,3.56
0.82,Very Good,G,SI2,62.5,56.0,2893,5.99,6.04,3.76
0.7,Very Good,H,VVS1,59.2,60.0,2893,5.87,5.78,3.45
0.82,Very Good,G,SI1,63.4,55.0,2893,6.0,5.93,3.78
0.81,Very Good,E,SI2,62.4,57.0,2894,5.91,5.99,3.71
0.71,Very Good,G,VS2,60.9,56.0,2895,5.75,5.78,3.51
0.7,Very Good,F,VS1,61.8,59.0,2895,5.66,5.76,3.53
0.74,Very Good,G,VS1,59.8,58.0,2896,5.85,5.89,3.51
0.77,Very Good,G,VS2,61.3,60.0,2896,5.81,5.91,3.59
0.77,Very Good,G,VS2,58.3,63.0,2896,6.0,6.05,3.51
1.01,Very Good,I,I1,63.1,57.0,2896,6.39,6.35,4.02
0.6,Very Good,D,VVS2,60.6,57.0,2897,5.48,5.51,3.33
0.7,Very Good,F,SI1,61.9,58.0,2900,5.71,5.72,3.54
0.79,Very Good,F,SI1,63.0,54.0,2904,5.91,5.94,3.73
0.79,Very Good,D,SI2,62.8,57.0,2904,5.85,5.9,3.69
0.7,Very Good,E,VS1,58.4,59.0,2904,5.83,5.91,3.43
0.7,Very Good,G,VVS2,59.3,62.0,2905,5.78,5.82,3.44
0.7,Very Good,G,VVS2,63.4,59.0,2905,5.62,5.64,3.57
0.7,Very Good,G,VVS2,63.3,59.0,2905,5.59,5.62,3.55
0.71,Very Good,G,VS2,62.1,58.0,2905,5.65,5.71,3.53
0.86,Very Good,I,VS1,61.2,58.0,2905,6.1,6.16,3.75
0.91,Very Good,J,SI1,63.5,58.0,2905,6.17,6.12,3.9
0.74,Very Good,D,VS2,62.4,57.0,2906,5.74,5.8,3.6
0.31,Very Good,I,VS2,63.2,55.0,558,4.4,4.3,2.75
0.31,Very Good,I,VS2,63.1,54.0,558,4.34,4.31,2.73
0.82,Very Good,H,SI1,63.6,56.0,2908,5.9,5.95,3.77
0.71,Very Good,D,VS1,62.9,57.0,2910,5.6,5.66,3.54
0.7,Very Good,D,VS2,60.7,60.0,2913,5.72,5.74,3.48
0.71,Very Good,D,SI1,61.7,56.0,2913,5.68,5.8,3.54
0.8,Very Good,F,SI1,63.5,55.0,2914,5.86,5.89,3.73
0.83,Very Good,I,VS2,62.0,55.0,2915,6.03,6.06,3.74
0.77,Very Good,G,SI1,63.6,57.0,2915,5.79,5.88,3.71
0.8,Very Good,G,SI2,62.0,55.0,2915,5.94,6.01,3.7
0.73,Very Good,H,VS1,60.8,57.0,2916,5.8,5.83,3.54
0.71,Very Good,F,VS2,59.5,58.0,2918,5.82,5.87,3.48
0.8,Very Good,H,VS2,61.2,53.0,2918,5.98,6.05,3.68
0.83,Very Good,D,SI2,63.1,57.0,2918,5.95,5.9,3.74
0.72,Very Good,G,VS1,60.5,57.0,2919,5.8,5.83,3.52
0.8,Very Good,H,SI1,62.5,56.0,2919,5.92,5.96,3.71
0.74,Very Good,H,VVS2,60.5,60.0,2921,5.79,5.81,3.51
0.71,Very Good,E,VS2,59.9,59.0,2921,5.77,5.81,3.47
0.71,Very Good,E,VS2,60.7,60.0,2921,5.75,5.78,3.5
0.71,Very Good,D,SI1,60.1,60.0,2921,5.76,5.79,3.47
0.71,Very Good,E,VS2,63.7,58.0,2922,5.6,5.64,3.58
0.71,Very Good,E,VS2,63.3,59.0,2922,5.62,5.66,3.57
0.68,Very Good,F,VS1,59.7,57.0,2922,5.79,5.76,3.45
0.72,Very Good,E,VS2,63.0,57.0,2923,5.69,5.73,3.6
0.72,Very Good,E,VS2,63.2,58.0,2923,5.67,5.72,3.6
0.7,Very Good,E,SI1,61.8,59.0,2923,5.63,5.69,3.5
0.75,Very Good,E,SI1,62.3,58.0,2923,5.78,5.81,3.61
0.75,Very Good,E,SI1,61.5,58.0,2923,5.82,5.86,3.59
0.8,Very Good,D,SI1,58.2,63.0,2925,6.07,6.03,3.52
0.7,Very Good,F,VS1,64.5,58.0,2925,5.55,5.59,3.59
0.51,Very Good,E,IF,63.3,58.0,2925,5.03,5.08,3.2
0.77,Very Good,H,VS1,63.3,57.0,2927,5.79,5.83,3.68
0.7,Very Good,F,VS2,61.3,54.0,2928,5.72,5.76,3.52
0.7,Very Good,D,VS2,60.8,59.0,2928,5.67,5.71,3.46
0.74,Very Good,E,SI1,61.0,58.0,2929,5.82,5.85,3.56
0.8,Very Good,G,VS2,61.1,57.0,2929,6.01,6.07,3.69
0.71,Very Good,E,VS2,61.3,60.0,2930,5.74,5.71,3.51
0.9,Very Good,E,SI2,58.7,63.0,2930,6.23,6.2,3.65
0.7,Very Good,G,VVS2,60.8,57.0,2931,5.72,5.76,3.49
0.72,Very Good,F,VS2,63.3,57.0,2931,5.69,5.72,3.61
0.7,Very Good,F,VVS2,63.2,58.0,2932,5.66,5.6,3.56
0.72,Very Good,G,VVS2,62.2,57.0,2933,5.67,5.72,3.54
0.59,Very Good,D,VVS2,60.6,59.0,2933,5.44,5.49,3.31
0.7,Very Good,G,VVS2,61.8,60.0,2936,5.63,5.69,3.5
0.81,Very Good,H,SI1,60.2,58.0,2936,6.06,6.1,3.66
0.71,Very Good,H,VVS1,62.7,57.0,2938,5.66,5.72,3.57
0.71,Very Good,H,VVS1,62.7,59.0,2938,5.65,5.67,3.55
0.73,Very Good,F,VS2,62.7,58.0,2939,5.73,5.75,3.6
0.73,Very Good,G,VS1,60.7,57.0,2939,5.76,5.83,3.52
0.83,Very Good,F,SI2,61.9,56.0,2939,5.99,6.02,3.72
1.24,Very Good,J,I1,61.9,55.0,2940,6.85,6.92,4.26
0.7,Very Good,F,VVS2,62.6,59.0,2940,5.6,5.64,3.52
0.79,Very Good,E,SI2,59.2,59.0,2941,6.04,6.06,3.58
0.81,Very Good,F,SI2,62.7,58.0,2942,5.92,5.95,3.72
0.74,Very Good,H,VVS2,61.3,58.0,2944,5.8,5.85,3.57
0.57,Very Good,D,VVS1,60.4,57.0,2945,5.39,5.44,3.27
0.79,Very Good,H,VS2,61.5,55.0,2945,5.89,5.94,3.64
0.78,Very Good,D,SI1,62.4,58.0,2945,5.86,5.9,3.67
0.71,Very Good,E,VS1,63.3,59.0,2946,5.64,5.67,3.58
0.71,Very Good,E,VS1,62.7,57.0,2946,5.69,5.73,3.58
0.78,Very Good,H,VS1,61.7,56.0,2947,5.92,5.94,3.66
0.72,Very Good,E,VS2,63.0,56.0,2949,5.66,5.73,3.59
0.81,Very Good,I,VS1,62.7,58.0,2950,5.9,5.96,3.72
0.72,Very Good,D,VS1,62.7,58.0,2951,5.65,5.68,3.55
0.7,Very Good,E,VS2,62.4,58.0,2952,5.66,5.68,3.54
0.7,Very Good,E,VS2,63.4,59.0,2952,5.63,5.67,3.58
0.7,Very Good,E,VS2,61.8,59.0,2952,5.63,5.67,3.49
0.7,Very Good,E,VS1,61.3,60.0,2952,5.68,5.7,3.49
0.8,Very Good,H,VS2,59.1,59.0,2953,6.02,6.07,3.57
0.71,Very Good,E,VS2,59.6,60.0,2954,5.8,5.85,3.47
0.82,Very Good,D,SI1,63.1,58.0,2954,5.97,5.95,3.76
0.7,Very Good,F,VS2,62.4,57.0,2956,5.67,5.71,3.55
0.74,Very Good,H,VS1,61.4,56.0,2956,5.81,5.84,3.57
0.74,Very Good,H,VS1,62.3,56.0,2956,5.75,5.78,3.59
0.91,Very Good,J,SI1,62.8,59.0,2956,6.14,6.19,3.87
0.56,Very Good,D,VVS1,60.1,58.0,2959,5.36,5.42,3.24
0.7,Very Good,F,VS1,60.1,58.0,2959,5.73,5.79,3.46
0.71,Very Good,H,VVS2,61.8,56.0,2960,5.7,5.73,3.53
0.7,Very Good,D,VS2,63.0,56.0,2960,5.61,5.69,3.56
0.77,Very Good,H,VS1,62.8,58.0,2961,5.75,5.78,3.62
0.91,Very Good,E,SI2,58.6,63.0,2963,6.38,6.32,3.72
0.71,Very Good,E,VS2,62.9,57.0,2964,5.68,5.7,3.58
0.71,Very Good,E,SI1,62.9,55.0,2964,5.64,5.68,3.56
0.71,Very Good,D,SI1,59.4,59.0,2964,5.78,5.81,3.44
0.73,Very Good,G,VS2,62.1,59.0,2966,5.68,5.73,3.54
0.85,Very Good,E,SI2,63.1,58.0,2966,6.02,6.0,3.79
0.7,Very Good,E,VS1,61.3,56.0,2967,5.68,5.71,3.49
0.7,Very Good,E,VS1,61.5,56.0,2967,5.69,5.75,3.52
0.86,Very Good,G,SI2,62.6,56.0,2967,6.01,6.07,3.78
0.3,Very Good,H,VVS2,62.0,56.0,559,4.28,4.3,2.66
0.31,Very Good,G,VS2,62.6,56.0,559,4.33,4.37,2.72
0.31,Very Good,G,VS2,61.4,55.0,559,4.38,4.41,2.69
0.31,Very Good,G,VS2,60.9,57.0,559,4.37,4.39,2.67
0.25,Very Good,E,VVS2,62.0,56.0,560,4.05,4.08,2.52
0.25,Very Good,E,VVS1,61.5,56.0,560,4.06,4.08,2.5
0.25,Very Good,F,IF,61.5,56.0,560,4.04,4.06,2.48
0.27,Very Good,F,IF,60.4,58.0,560,4.18,4.2,2.53
0.75,Very Good,E,SI1,60.2,60.0,2968,5.89,5.93,3.56
0.72,Very Good,G,VS1,60.6,56.0,2970,5.84,5.87,3.55
0.81,Very Good,E,SI1,63.8,58.0,2972,5.85,5.97,3.77
0.9,Very Good,H,SI2,63.1,60.0,2972,6.14,6.09,3.86
0.9,Very Good,J,SI2,63.3,59.0,2973,6.08,6.12,3.86
0.81,Very Good,E,SI1,59.5,60.0,2973,6.05,6.09,3.61
0.7,Very Good,F,VS1,62.1,57.0,2975,5.69,5.72,3.54
0.82,Very Good,E,SI2,63.3,56.0,2975,5.99,5.95,3.78
0.71,Very Good,G,VVS2,60.8,58.0,2977,5.75,5.77,3.5
0.71,Very Good,G,VS1,60.8,63.0,2982,5.76,5.68,3.48
0.9,Very Good,J,VS2,63.1,57.0,2984,6.12,6.06,3.84
0.7,Very Good,D,VS2,63.1,56.0,2985,5.62,5.69,3.57
0.77,Very Good,G,VS1,62.8,58.0,2986,5.78,5.84,3.65
0.6,Very Good,F,IF,60.1,54.0,2988,5.5,5.58,3.33
1.03,Very Good,G,I1,63.2,58.0,2988,6.44,6.34,4.04
0.76,Very Good,G,VS2,62.1,54.0,2990,5.88,5.94,3.67
0.72,Very Good,E,VS2,62.9,57.0,2990,5.68,5.73,3.59
0.7,Very Good,E,VS2,62.8,56.0,2992,5.66,5.68,3.56
0.69,Very Good,F,VVS2,61.5,60.0,2993,5.64,5.67,3.48
0.87,Very Good,H,SI2,61.0,56.0,2993,6.15,6.19,3.77
0.75,Very Good,E,SI1,63.6,56.0,2993,5.73,5.75,3.65
0.71,Very Good,F,VS2,59.6,56.0,2994,5.84,5.88,3.49
0.71,Very Good,G,VS1,59.3,55.0,2994,5.88,5.95,3.51
0.81,Very Good,G,VS2,63.1,58.0,2994,5.88,5.84,3.7
0.88,Very Good,I,VS1,63.3,55.0,2996,6.11,6.06,3.85
0.7,Very Good,D,VS2,59.7,59.0,2999,5.82,5.78,3.46
0.73,Very Good,G,VS1,62.4,58.1,2999,5.71,5.75,3.58
0.9,Very Good,I,SI2,62.5,58.0,3001,6.1,6.15,3.83
0.72,Very Good,D,SI1,61.5,58.0,3001,5.74,5.78,3.54
0.7,Very Good,D,VS1,63.4,59.0,3001,5.58,5.55,3.53
0.75,Very Good,H,VVS2,60.6,57.0,3002,5.86,5.89,3.56
0.83,Very Good,E,SI1,62.1,58.0,3002,6.01,6.04,3.74
0.77,Very Good,E,SI2,60.4,58.0,3002,5.91,5.95,3.58
